
0, 0.000003 
1, 0.000004 
2, 0.000004 
3, 0.000005 
4, 0.000006 
5, 0.000007 
6, 0.000008 
7, 0.000009 
8, 0.000010 
9, 0.000011 
10, 0.000013 
11, 0.000014 
12, 0.000015 
13, 0.000016 
14, 0.000016 
15, 0.000017 
16, 0.000018 
17, 0.000019 
18, 0.000020 
19, 0.000021 
20, 0.000022 
21, 0.000023 
22, 0.000024 
23, 0.000025 
24, 0.000026 
25, 0.000027 
26, 0.000028 
27, 0.000030 
28, 0.000032 
29, 0.000033 
30, 0.000034 
31, 0.000035 
32, 0.000036 
33, 0.000037 
34, 0.000038 
35, 0.000042 
36, 0.000043 
37, 0.000044 
38, 0.000046 
39, 0.000047 
40, 0.000049 
41, 0.000050 
42, 0.000051 
43, 0.000052 
44, 0.000054 
45, 0.000055 
46, 0.000056 
47, 0.000057 
48, 0.000058 
49, 0.000059 
50, 0.000060 
51, 0.000061 
52, 0.000062 
53, 0.000063 
54, 0.000064 
55, 0.000066 
56, 0.000068 
57, 0.000071 
58, 0.000072 
59, 0.000073 
60, 0.000074 
61, 0.000075 
62, 0.000077 
63, 0.000079 
64, 0.000080 
65, 0.000081 
66, 0.000082 
67, 0.000083 
68, 0.000084 
69, 0.000086 
70, 0.000087 
71, 0.000088 
72, 0.000089 
73, 0.000092 
74, 0.000093 
75, 0.000096 
76, 0.000098 
77, 0.000100 
78, 0.000102 
79, 0.000104 
80, 0.000105 
81, 0.000106 
82, 0.000108 
83, 0.000110 
84, 0.000112 
85, 0.000114 
86, 0.000116 
87, 0.000118 
88, 0.000120 
89, 0.000121 
90, 0.000123 
91, 0.000125 
92, 0.000127 
93, 0.000129 
94, 0.000131 
95, 0.000133 
96, 0.000135 
97, 0.000138 
98, 0.000139 
99, 0.000141 
100, 0.000143 
101, 0.000144 
102, 0.000145 
103, 0.000147 
104, 0.000150 
105, 0.000158 
106, 0.000160 
107, 0.000162 
108, 0.000164 
109, 0.000165 
110, 0.000166 
111, 0.000170 
112, 0.000172 
113, 0.000173 
114, 0.000174 
115, 0.000177 
116, 0.000178 
117, 0.000180 
118, 0.000182 
119, 0.000183 
120, 0.000186 
121, 0.000193 
122, 0.000195 
123, 0.000197 
124, 0.000201 
125, 0.000203 
126, 0.000205 
127, 0.000207 
128, 0.000209 
129, 0.000210 
130, 0.000212 
131, 0.000213 
132, 0.000214 
133, 0.000218 
134, 0.000220 
135, 0.000224 
136, 0.000226 
137, 0.000228 
138, 0.000229 
139, 0.000235 
140, 0.000237 
141, 0.000239 
142, 0.000240 
143, 0.000242 
144, 0.000243 
145, 0.000245 
146, 0.000246 
147, 0.000248 
148, 0.000252 
149, 0.000254 
150, 0.000256 
151, 0.000258 
152, 0.000260 
153, 0.000262 
154, 0.000264 
155, 0.000266 
156, 0.000268 
157, 0.000270 
158, 0.000272 
159, 0.000274 
160, 0.000276 
161, 0.000278 
162, 0.000280 
163, 0.000282 
164, 0.000284 
165, 0.000286 
166, 0.000288 
167, 0.000290 
168, 0.000292 
169, 0.000294 
170, 0.000296 
171, 0.000298 
172, 0.000300 
173, 0.000303 
174, 0.000305 
175, 0.000307 
176, 0.000309 
177, 0.000311 
178, 0.000313 
179, 0.000315 
180, 0.000318 
181, 0.000320 
182, 0.000323 
183, 0.000325 
184, 0.000327 
185, 0.000329 
186, 0.000331 
187, 0.000333 
188, 0.000335 
189, 0.000337 
190, 0.000339 
191, 0.000341 
192, 0.000343 
193, 0.000345 
194, 0.000348 
195, 0.000351 
196, 0.000353 
197, 0.000356 
198, 0.000359 
199, 0.000362 
200, 0.000364 
201, 0.000368 
202, 0.000371 
203, 0.000373 
204, 0.000378 
205, 0.000383 
206, 0.000385 
207, 0.000387 
208, 0.000390 
209, 0.000392 
210, 0.000394 
211, 0.000396 
212, 0.000398 
213, 0.000400 
214, 0.000402 
215, 0.000405 
216, 0.000408 
217, 0.000413 
218, 0.000417 
219, 0.000424 
220, 0.000426 
221, 0.000428 
222, 0.000430 
223, 0.000433 
224, 0.000436 
225, 0.000439 
226, 0.000442 
227, 0.000445 
228, 0.000447 
229, 0.000449 
230, 0.000451 
231, 0.000453 
232, 0.000455 
233, 0.000463 
234, 0.000466 
235, 0.000468 
236, 0.000470 
237, 0.000472 
238, 0.000474 
239, 0.000476 
240, 0.000479 
241, 0.000482 
242, 0.000485 
243, 0.000487 
244, 0.000489 
245, 0.000491 
246, 0.000493 
247, 0.000495 
248, 0.000498 
249, 0.000501 
250, 0.000504 
251, 0.000506 
252, 0.000508 
253, 0.000511 
254, 0.000514 
255, 0.000517 
256, 0.000519 
257, 0.000522 
258, 0.000525 
259, 0.000528 
260, 0.000530 
261, 0.000533 
262, 0.000536 
263, 0.000538 
264, 0.000541 
265, 0.000544 
266, 0.000547 
267, 0.000550 
268, 0.000553 
269, 0.000556 
270, 0.000559 
271, 0.000562 
272, 0.000565 
273, 0.000568 
274, 0.000570 
275, 0.000573 
276, 0.000576 
277, 0.000579 
278, 0.000582 
279, 0.000585 
280, 0.000588 
281, 0.000591 
282, 0.000594 
283, 0.000597 
284, 0.000600 
285, 0.000603 
286, 0.000606 
287, 0.000609 
288, 0.000612 
289, 0.000615 
290, 0.000618 
291, 0.000621 
292, 0.000624 
293, 0.000627 
294, 0.000630 
295, 0.000632 
296, 0.000635 
297, 0.000638 
298, 0.000641 
299, 0.000644 
300, 0.000647 
301, 0.000649 
302, 0.000652 
303, 0.000657 
304, 0.000660 
305, 0.000663 
306, 0.000666 
307, 0.000669 
308, 0.000672 
309, 0.000675 
310, 0.000678 
311, 0.000681 
312, 0.000684 
313, 0.000687 
314, 0.000691 
315, 0.000694 
316, 0.000697 
317, 0.000700 
318, 0.000703 
319, 0.000706 
320, 0.000710 
321, 0.000713 
322, 0.000716 
323, 0.000719 
324, 0.000723 
325, 0.000726 
326, 0.000729 
327, 0.000732 
328, 0.000735 
