
n , t
23254, 0.016744 
23255, 0.016745 
23256, 0.016745 
23257, 0.016746 
23258, 0.016746 
23259, 0.016747 
23260, 0.016747 
23261, 0.016748 
23262, 0.016748 
23263, 0.016749 
23264, 0.016749 
23265, 0.016750 
23266, 0.016750 
23267, 0.016751 
23268, 0.016751 
23269, 0.016752 
23270, 0.016753 
23271, 0.016753 
23272, 0.016754 
23273, 0.016757 
23274, 0.016758 
23275, 0.016759 
23276, 0.016759 
23277, 0.016760 
23278, 0.016760 
23279, 0.016761 
23280, 0.016761 
23281, 0.016762 
23282, 0.016762 
23283, 0.016763 
23284, 0.016763 
23285, 0.016764 
23286, 0.016764 
23287, 0.016765 
23288, 0.016766 
23289, 0.016767 
23290, 0.016768 
23291, 0.016769 
23292, 0.016769 
23293, 0.016769 
23294, 0.016770 
23295, 0.016770 
23296, 0.016770 
23297, 0.016771 
23298, 0.016772 
23299, 0.016773 
23300, 0.016774 
23301, 0.016775 
23302, 0.016776 
23303, 0.016777 
23304, 0.016778 
23305, 0.016779 
23306, 0.016780 
23307, 0.016781 
23308, 0.016782 
23309, 0.016783 
23310, 0.016783 
23311, 0.016783 
23312, 0.016783 
23313, 0.016784 
23314, 0.016784 
23315, 0.016785 
23316, 0.016786 
23317, 0.016787 
23318, 0.016788 
23319, 0.016788 
23320, 0.016789 
23321, 0.016790 
23322, 0.016791 
23323, 0.016792 
23324, 0.016793 
23325, 0.016794 
23326, 0.016795 
23327, 0.016796 
23328, 0.016797 
23329, 0.016798 
23330, 0.016799 
23331, 0.016799 
23332, 0.016799 
23333, 0.016800 
23334, 0.016800 
23335, 0.016800 
23336, 0.016800 
23337, 0.016800 
23338, 0.016800 
23339, 0.016800 
23340, 0.016800 
23341, 0.016801 
23342, 0.016802 
23343, 0.016803 
23344, 0.016804 
23345, 0.016805 
23346, 0.016806 
23347, 0.016806 
23348, 0.016806 
23349, 0.016806 
23350, 0.016807 
23351, 0.016807 
23352, 0.016807 
23353, 0.016808 
23354, 0.016809 
23355, 0.016810 
23356, 0.016811 
23357, 0.016812 
23358, 0.016813 
23359, 0.016813 
23360, 0.016813 
23361, 0.016813 
23362, 0.016813 
23363, 0.016813 
23364, 0.016814 
23365, 0.016815 
23366, 0.016816 
23367, 0.016817 
23368, 0.016818 
23369, 0.016819 
23370, 0.016819 
23371, 0.016819 
23372, 0.016819 
23373, 0.016819 
23374, 0.016820 
23375, 0.016820 
23376, 0.016820 
23377, 0.016820 
23378, 0.016820 
23379, 0.016821 
23380, 0.016822 
23381, 0.016823 
23382, 0.016824 
23383, 0.016825 
23384, 0.016826 
23385, 0.016826 
23386, 0.016826 
23387, 0.016826 
23388, 0.016826 
23389, 0.016827 
23390, 0.016828 
23391, 0.016829 
23392, 0.016830 
23393, 0.016854 
23394, 0.016855 
23395, 0.016856 
23396, 0.016857 
23397, 0.016858 
23398, 0.016859 
23399, 0.016860 
23400, 0.016861 
23401, 0.016866 
23402, 0.016867 
23403, 0.016868 
23404, 0.016869 
23405, 0.016870 
23406, 0.016871 
23407, 0.016872 
23408, 0.016873 
23409, 0.016874 
23410, 0.016875 
23411, 0.016876 
23412, 0.016877 
23413, 0.016878 
23414, 0.016878 
23415, 0.016878 
23416, 0.016878 
23417, 0.016878 
23418, 0.016879 
23419, 0.016880 
23420, 0.016881 
23421, 0.016882 
23422, 0.016883 
23423, 0.016884 
23424, 0.016884 
23425, 0.016884 
23426, 0.016884 
23427, 0.016884 
23428, 0.016885 
23429, 0.016886 
23430, 0.016887 
23431, 0.016888 
23432, 0.016889 
23433, 0.016890 
23434, 0.016891 
23435, 0.016892 
23436, 0.016893 
23437, 0.016894 
23438, 0.016894 
23439, 0.016894 
23440, 0.016894 
23441, 0.016895 
23442, 0.016896 
23443, 0.016897 
23444, 0.016898 
23445, 0.016899 
23446, 0.016900 
23447, 0.016901 
23448, 0.016902 
23449, 0.016902 
23450, 0.016902 
23451, 0.016903 
23452, 0.016904 
23453, 0.016905 
23454, 0.016906 
23455, 0.016907 
23456, 0.016908 
23457, 0.016909 
23458, 0.016910 
23459, 0.016911 
23460, 0.016912 
23461, 0.016913 
23462, 0.016913 
23463, 0.016913 
23464, 0.016914 
23465, 0.016915 
23466, 0.016916 
23467, 0.016916 
23468, 0.016916 
23469, 0.016916 
23470, 0.016917 
23471, 0.016918 
23472, 0.016919 
23473, 0.016919 
23474, 0.016919 
23475, 0.016919 
23476, 0.016920 
23477, 0.016921 
23478, 0.016922 
23479, 0.016923 
23480, 0.016923 
23481, 0.016923 
23482, 0.016923 
23483, 0.016924 
23484, 0.016925 
23485, 0.016926 
23486, 0.016926 
23487, 0.016926 
23488, 0.016926 
23489, 0.016927 
23490, 0.016928 
23491, 0.016929 
23492, 0.016930 
23493, 0.016931 
23494, 0.016932 
23495, 0.016933 
23496, 0.016933 
23497, 0.016934 
23498, 0.016934 
23499, 0.016934 
23500, 0.016934 
23501, 0.016935 
23502, 0.016936 
23503, 0.016937 
23504, 0.016938 
23505, 0.016939 
23506, 0.016940 
23507, 0.016941 
23508, 0.016942 
23509, 0.016943 
23510, 0.016944 
23511, 0.016945 
23512, 0.016946 
23513, 0.016947 
23514, 0.016947 
23515, 0.016947 
23516, 0.016947 
23517, 0.016948 
23518, 0.016949 
23519, 0.016950 
23520, 0.016951 
23521, 0.016951 
23522, 0.016951 
23523, 0.016951 
23524, 0.016951 
23525, 0.016951 
23526, 0.016952 
23527, 0.016953 
23528, 0.016954 
23529, 0.016958 
23530, 0.016958 
23531, 0.016958 
23532, 0.016959 
23533, 0.016960 
23534, 0.016961 
23535, 0.016962 
23536, 0.016962 
23537, 0.016962 
23538, 0.016962 
23539, 0.016963 
23540, 0.016964 
23541, 0.016965 
23542, 0.016966 
23543, 0.016966 
23544, 0.016966 
23545, 0.016966 
23546, 0.016966 
23547, 0.016966 
23548, 0.016967 
23549, 0.016968 
23550, 0.016969 
23551, 0.016970 
23552, 0.016971 
23553, 0.016972 
23554, 0.016973 
23555, 0.016974 
23556, 0.016975 
23557, 0.016976 
23558, 0.016976 
23559, 0.016976 
23560, 0.016977 
23561, 0.016978 
23562, 0.016979 
23563, 0.016980 
23564, 0.016985 
23565, 0.016986 
23566, 0.016987 
23567, 0.016987 
23568, 0.016987 
23569, 0.016988 
23570, 0.016988 
23571, 0.016989 
23572, 0.016990 
23573, 0.016990 
23574, 0.016990 
23575, 0.016991 
23576, 0.016992 
23577, 0.016992 
23578, 0.016993 
23579, 0.016994 
23580, 0.016995 
23581, 0.016995 
23582, 0.016998 
23583, 0.016998 
23584, 0.016998 
23585, 0.016999 
23586, 0.017000 
23587, 0.017000 
23588, 0.017001 
23589, 0.017002 
23590, 0.017002 
23591, 0.017002 
23592, 0.017003 
23593, 0.017004 
23594, 0.017005 
23595, 0.017006 
23596, 0.017007 
23597, 0.017008 
23598, 0.017009 
23599, 0.017010 
23600, 0.017011 
23601, 0.017011 
23602, 0.017011 
23603, 0.017012 
23604, 0.017013 
23605, 0.017014 
23606, 0.017014 
23607, 0.017014 
23608, 0.017015 
23609, 0.017016 
23610, 0.017016 
23611, 0.017017 
23612, 0.017018 
23613, 0.017019 
23614, 0.017019 
23615, 0.017019 
23616, 0.017020 
23617, 0.017021 
23618, 0.017022 
23619, 0.017022 
23620, 0.017022 
23621, 0.017023 
23622, 0.017024 
23623, 0.017025 
23624, 0.017025 
23625, 0.017025 
23626, 0.017026 
23627, 0.017027 
23628, 0.017028 
23629, 0.017028 
23630, 0.017028 
23631, 0.017029 
23632, 0.017030 
23633, 0.017030 
23634, 0.017030 
23635, 0.017031 
23636, 0.017032 
23637, 0.017033 
23638, 0.017034 
23639, 0.017035 
23640, 0.017036 
23641, 0.017037 
23642, 0.017037 
23643, 0.017037 
23644, 0.017037 
23645, 0.017038 
23646, 0.017039 
23647, 0.017039 
23648, 0.017041 
23649, 0.017042 
23650, 0.017043 
23651, 0.017044 
23652, 0.017044 
23653, 0.017044 
23654, 0.017047 
23655, 0.017050 
23656, 0.017052 
23657, 0.017058 
23658, 0.017059 
23659, 0.017060 
23660, 0.017061 
23661, 0.017062 
23662, 0.017063 
23663, 0.017063 
23664, 0.017064 
23665, 0.017069 
23666, 0.017075 
23667, 0.017076 
23668, 0.017076 
23669, 0.017076 
23670, 0.017076 
23671, 0.017077 
23672, 0.017078 
23673, 0.017079 
23674, 0.017080 
23675, 0.017090 
23676, 0.017091 
23677, 0.017091 
23678, 0.017092 
23679, 0.017093 
23680, 0.017093 
23681, 0.017094 
23682, 0.017094 
23683, 0.017095 
23684, 0.017095 
23685, 0.017096 
23686, 0.017096 
23687, 0.017097 
23688, 0.017097 
23689, 0.017098 
23690, 0.017099 
23691, 0.017099 
23692, 0.017100 
23693, 0.017100 
23694, 0.017101 
23695, 0.017101 
23696, 0.017102 
23697, 0.017102 
23698, 0.017103 
23699, 0.017103 
23700, 0.017104 
23701, 0.017105 
23702, 0.017105 
23703, 0.017106 
23704, 0.017106 
23705, 0.017108 
23706, 0.017108 
23707, 0.017108 
23708, 0.017109 
23709, 0.017109 
23710, 0.017109 
23711, 0.017109 
23712, 0.017109 
23713, 0.017109 
23714, 0.017110 
23715, 0.017111 
23716, 0.017112 
23717, 0.017113 
23718, 0.017113 
23719, 0.017114 
23720, 0.017115 
23721, 0.017116 
23722, 0.017117 
23723, 0.017118 
23724, 0.017119 
23725, 0.017120 
23726, 0.017121 
23727, 0.017122 
23728, 0.017123 
23729, 0.017124 
23730, 0.017125 
23731, 0.017125 
23732, 0.017126 
23733, 0.017127 
23734, 0.017128 
23735, 0.017129 
23736, 0.017130 
23737, 0.017130 
23738, 0.017131 
23739, 0.017132 
23740, 0.017133 
23741, 0.017134 
23742, 0.017135 
23743, 0.017136 
23744, 0.017137 
23745, 0.017138 
23746, 0.017139 
23747, 0.017140 
23748, 0.017141 
23749, 0.017142 
23750, 0.017143 
23751, 0.017144 
23752, 0.017145 
23753, 0.017146 
23754, 0.017147 
23755, 0.017148 
23756, 0.017148 
23757, 0.017148 
23758, 0.017148 
23759, 0.017149 
23760, 0.017150 
23761, 0.017151 
23762, 0.017152 
23763, 0.017153 
23764, 0.017154 
23765, 0.017155 
23766, 0.017156 
23767, 0.017157 
23768, 0.017158 
23769, 0.017159 
23770, 0.017160 
23771, 0.017161 
23772, 0.017162 
23773, 0.017162 
23774, 0.017163 
23775, 0.017163 
23776, 0.017163 
23777, 0.017163 
23778, 0.017163 
23779, 0.017164 
23780, 0.017165 
23781, 0.017166 
23782, 0.017167 
23783, 0.017168 
23784, 0.017169 
23785, 0.017175 
23786, 0.017176 
23787, 0.017177 
23788, 0.017178 
23789, 0.017179 
23790, 0.017180 
23791, 0.017181 
23792, 0.017182 
23793, 0.017182 
23794, 0.017182 
23795, 0.017182 
23796, 0.017183 
23797, 0.017183 
23798, 0.017183 
23799, 0.017183 
23800, 0.017184 
23801, 0.017184 
23802, 0.017185 
23803, 0.017186 
23804, 0.017187 
23805, 0.017188 
23806, 0.017189 
23807, 0.017190 
23808, 0.017191 
23809, 0.017192 
23810, 0.017193 
23811, 0.017194 
23812, 0.017195 
23813, 0.017196 
23814, 0.017197 
23815, 0.017198 
23816, 0.017199 
23817, 0.017200 
23818, 0.017200 
23819, 0.017200 
23820, 0.017200 
23821, 0.017200 
23822, 0.017200 
23823, 0.017200 
23824, 0.017200 
23825, 0.017201 
23826, 0.017202 
23827, 0.017203 
23828, 0.017204 
23829, 0.017205 
23830, 0.017206 
23831, 0.017207 
23832, 0.017208 
23833, 0.017209 
23834, 0.017210 
23835, 0.017211 
23836, 0.017212 
23837, 0.017212 
23838, 0.017212 
23839, 0.017212 
23840, 0.017213 
23841, 0.017216 
23842, 0.017217 
23843, 0.017217 
23844, 0.017217 
23845, 0.017217 
23846, 0.017218 
23847, 0.017219 
23848, 0.017219 
23849, 0.017219 
23850, 0.017219 
23851, 0.017219 
23852, 0.017219 
23853, 0.017220 
23854, 0.017221 
23855, 0.017222 
23856, 0.017223 
23857, 0.017224 
23858, 0.017225 
23859, 0.017226 
23860, 0.017227 
23861, 0.017228 
23862, 0.017229 
23863, 0.017230 
23864, 0.017231 
23865, 0.017232 
23866, 0.017233 
23867, 0.017234 
23868, 0.017235 
23869, 0.017236 
23870, 0.017237 
23871, 0.017238 
23872, 0.017239 
23873, 0.017240 
23874, 0.017241 
23875, 0.017242 
23876, 0.017243 
23877, 0.017244 
23878, 0.017245 
23879, 0.017246 
23880, 0.017247 
23881, 0.017248 
23882, 0.017249 
23883, 0.017250 
23884, 0.017251 
23885, 0.017252 
23886, 0.017253 
23887, 0.017254 
23888, 0.017255 
23889, 0.017256 
23890, 0.017257 
23891, 0.017258 
23892, 0.017259 
23893, 0.017260 
23894, 0.017261 
23895, 0.017262 
23896, 0.017263 
23897, 0.017264 
23898, 0.017265 
23899, 0.017266 
23900, 0.017267 
23901, 0.017267 
23902, 0.017268 
23903, 0.017269 
23904, 0.017270 
23905, 0.017271 
23906, 0.017271 
23907, 0.017271 
23908, 0.017271 
23909, 0.017272 
23910, 0.017273 
23911, 0.017274 
23912, 0.017275 
23913, 0.017283 
23914, 0.017284 
23915, 0.017285 
23916, 0.017286 
23917, 0.017287 
23918, 0.017287 
23919, 0.017287 
23920, 0.017288 
23921, 0.017289 
23922, 0.017290 
23923, 0.017290 
23924, 0.017290 
23925, 0.017290 
23926, 0.017290 
23927, 0.017291 
23928, 0.017292 
23929, 0.017293 
23930, 0.017294 
23931, 0.017294 
23932, 0.017295 
23933, 0.017295 
23934, 0.017295 
23935, 0.017295 
23936, 0.017295 
23937, 0.017295 
23938, 0.017295 
23939, 0.017295 
23940, 0.017296 
23941, 0.017297 
23942, 0.017298 
23943, 0.017299 
23944, 0.017299 
23945, 0.017299 
23946, 0.017299 
23947, 0.017300 
23948, 0.017301 
23949, 0.017302 
23950, 0.017302 
23951, 0.017302 
23952, 0.017302 
23953, 0.017303 
23954, 0.017304 
23955, 0.017305 
23956, 0.017306 
23957, 0.017307 
23958, 0.017307 
23959, 0.017307 
23960, 0.017307 
23961, 0.017308 
23962, 0.017309 
23963, 0.017310 
23964, 0.017311 
23965, 0.017312 
23966, 0.017313 
23967, 0.017314 
23968, 0.017315 
23969, 0.017315 
23970, 0.017315 
23971, 0.017315 
23972, 0.017316 
23973, 0.017317 
23974, 0.017318 
23975, 0.017319 
23976, 0.017320 
23977, 0.017321 
23978, 0.017321 
23979, 0.017321 
23980, 0.017321 
23981, 0.017322 
23982, 0.017323 
23983, 0.017326 
23984, 0.017332 
23985, 0.017332 
23986, 0.017333 
23987, 0.017333 
23988, 0.017333 
23989, 0.017334 
23990, 0.017335 
23991, 0.017336 
23992, 0.017336 
23993, 0.017337 
23994, 0.017338 
23995, 0.017339 
23996, 0.017340 
23997, 0.017341 
23998, 0.017341 
23999, 0.017341 
24000, 0.017342 
24001, 0.017343 
24002, 0.017344 
24003, 0.017345 
24004, 0.017346 
24005, 0.017347 
24006, 0.017348 
24007, 0.017350 
24008, 0.017351 
24009, 0.017352 
24010, 0.017352 
24011, 0.017353 
24012, 0.017354 
24013, 0.017354 
24014, 0.017354 
24015, 0.017354 
24016, 0.017354 
24017, 0.017354 
24018, 0.017354 
24019, 0.017355 
24020, 0.017356 
24021, 0.017357 
24022, 0.017358 
24023, 0.017358 
24024, 0.017360 
24025, 0.017360 
24026, 0.017363 
24027, 0.017365 
24028, 0.017365 
24029, 0.017365 
24030, 0.017366 
24031, 0.017367 
24032, 0.017368 
24033, 0.017369 
24034, 0.017370 
24035, 0.017370 
24036, 0.017373 
24037, 0.017376 
24038, 0.017377 
24039, 0.017378 
24040, 0.017383 
24041, 0.017389 
24042, 0.017390 
24043, 0.017391 
24044, 0.017392 
24045, 0.017393 
24046, 0.017394 
24047, 0.017394 
24048, 0.017394 
24049, 0.017394 
24050, 0.017395 
24051, 0.017396 
24052, 0.017397 
24053, 0.017398 
24054, 0.017399 
24055, 0.017400 
24056, 0.017401 
24057, 0.017401 
24058, 0.017401 
24059, 0.017402 
24060, 0.017402 
24061, 0.017403 
24062, 0.017403 
24063, 0.017403 
24064, 0.017409 
24065, 0.017409 
24066, 0.017409 
24067, 0.017410 
24068, 0.017410 
24069, 0.017410 
24070, 0.017411 
24071, 0.017412 
24072, 0.017413 
24073, 0.017414 
24074, 0.017415 
24075, 0.017415 
24076, 0.017416 
24077, 0.017416 
24078, 0.017417 
24079, 0.017417 
24080, 0.017418 
24081, 0.017419 
24082, 0.017419 
24083, 0.017420 
24084, 0.017420 
24085, 0.017421 
24086, 0.017421 
24087, 0.017422 
24088, 0.017422 
24089, 0.017423 
24090, 0.017423 
24091, 0.017424 
24092, 0.017424 
24093, 0.017425 
24094, 0.017425 
24095, 0.017426 
24096, 0.017426 
24097, 0.017427 
24098, 0.017427 
24099, 0.017428 
24100, 0.017429 
24101, 0.017429 
24102, 0.017430 
24103, 0.017430 
24104, 0.017431 
24105, 0.017431 
24106, 0.017432 
24107, 0.017432 
24108, 0.017433 
24109, 0.017433 
24110, 0.017434 
24111, 0.017434 
24112, 0.017435 
24113, 0.017435 
24114, 0.017436 
24115, 0.017436 
24116, 0.017437 
24117, 0.017438 
24118, 0.017438 
24119, 0.017439 
24120, 0.017439 
24121, 0.017440 
24122, 0.017440 
24123, 0.017441 
24124, 0.017441 
24125, 0.017442 
24126, 0.017442 
24127, 0.017443 
24128, 0.017443 
24129, 0.017444 
24130, 0.017444 
24131, 0.017445 
24132, 0.017445 
24133, 0.017446 
24134, 0.017447 
24135, 0.017447 
24136, 0.017448 
24137, 0.017448 
24138, 0.017449 
24139, 0.017449 
24140, 0.017450 
24141, 0.017450 
24142, 0.017451 
24143, 0.017451 
24144, 0.017452 
24145, 0.017455 
24146, 0.017456 
24147, 0.017458 
24148, 0.017458 
24149, 0.017458 
24150, 0.017460 
24151, 0.017461 
24152, 0.017462 
24153, 0.017463 
24154, 0.017463 
24155, 0.017464 
24156, 0.017465 
24157, 0.017465 
24158, 0.017466 
24159, 0.017466 
24160, 0.017467 
24161, 0.017467 
24162, 0.017469 
24163, 0.017471 
24164, 0.017471 
24165, 0.017472 
24166, 0.017472 
24167, 0.017472 
24168, 0.017474 
24169, 0.017478 
24170, 0.017479 
24171, 0.017479 
24172, 0.017480 
24173, 0.017480 
24174, 0.017481 
24175, 0.017481 
24176, 0.017485 
24177, 0.017488 
24178, 0.017488 
24179, 0.017489 
24180, 0.017489 
24181, 0.017489 
24182, 0.017490 
24183, 0.017490 
24184, 0.017491 
24185, 0.017491 
24186, 0.017492 
24187, 0.017492 
24188, 0.017493 
24189, 0.017494 
24190, 0.017494 
24191, 0.017495 
24192, 0.017495 
24193, 0.017496 
24194, 0.017496 
24195, 0.017497 
24196, 0.017497 
24197, 0.017498 
24198, 0.017498 
24199, 0.017499 
24200, 0.017499 
24201, 0.017500 
24202, 0.017500 
24203, 0.017501 
24204, 0.017501 
24205, 0.017502 
24206, 0.017502 
24207, 0.017503 
24208, 0.017503 
24209, 0.017504 
24210, 0.017504 
24211, 0.017505 
24212, 0.017506 
24213, 0.017506 
24214, 0.017507 
24215, 0.017507 
24216, 0.017508 
24217, 0.017508 
24218, 0.017509 
24219, 0.017509 
24220, 0.017510 
24221, 0.017510 
24222, 0.017511 
24223, 0.017511 
24224, 0.017512 
24225, 0.017512 
24226, 0.017515 
24227, 0.017517 
24228, 0.017517 
24229, 0.017517 
24230, 0.017518 
24231, 0.017519 
24232, 0.017520 
24233, 0.017520 
24234, 0.017521 
24235, 0.017521 
24236, 0.017522 
24237, 0.017522 
24238, 0.017523 
24239, 0.017523 
24240, 0.017524 
24241, 0.017524 
24242, 0.017525 
24243, 0.017525 
24244, 0.017526 
24245, 0.017527 
24246, 0.017527 
24247, 0.017528 
24248, 0.017528 
24249, 0.017529 
24250, 0.017529 
24251, 0.017530 
24252, 0.017530 
24253, 0.017531 
24254, 0.017531 
24255, 0.017532 
24256, 0.017532 
24257, 0.017533 
24258, 0.017533 
24259, 0.017534 
24260, 0.017534 
24261, 0.017535 
24262, 0.017536 
24263, 0.017536 
24264, 0.017537 
24265, 0.017538 
24266, 0.017539 
24267, 0.017540 
24268, 0.017540 
24269, 0.017540 
24270, 0.017540 
24271, 0.017541 
24272, 0.017542 
24273, 0.017543 
24274, 0.017544 
24275, 0.017545 
24276, 0.017546 
24277, 0.017547 
24278, 0.017548 
24279, 0.017548 
24280, 0.017549 
24281, 0.017550 
24282, 0.017551 
24283, 0.017551 
24284, 0.017554 
24285, 0.017554 
24286, 0.017556 
24287, 0.017557 
24288, 0.017558 
24289, 0.017559 
24290, 0.017560 
24291, 0.017561 
24292, 0.017563 
24293, 0.017564 
24294, 0.017565 
24295, 0.017565 
24296, 0.017566 
24297, 0.017571 
24298, 0.017572 
24299, 0.017573 
24300, 0.017574 
24301, 0.017574 
24302, 0.017575 
24303, 0.017575 
24304, 0.017576 
24305, 0.017576 
24306, 0.017577 
24307, 0.017577 
24308, 0.017578 
24309, 0.017578 
24310, 0.017579 
24311, 0.017579 
24312, 0.017580 
24313, 0.017581 
24314, 0.017581 
24315, 0.017582 
24316, 0.017582 
24317, 0.017583 
24318, 0.017583 
24319, 0.017584 
24320, 0.017584 
24321, 0.017585 
24322, 0.017585 
24323, 0.017586 
24324, 0.017586 
24325, 0.017587 
24326, 0.017587 
24327, 0.017588 
24328, 0.017588 
24329, 0.017589 
24330, 0.017590 
24331, 0.017590 
24332, 0.017591 
24333, 0.017591 
24334, 0.017592 
24335, 0.017592 
24336, 0.017593 
24337, 0.017593 
24338, 0.017594 
24339, 0.017594 
24340, 0.017595 
24341, 0.017595 
24342, 0.017596 
24343, 0.017596 
24344, 0.017597 
24345, 0.017597 
24346, 0.017598 
24347, 0.017599 
24348, 0.017599 
24349, 0.017600 
24350, 0.017600 
24351, 0.017601 
24352, 0.017601 
24353, 0.017602 
24354, 0.017602 
24355, 0.017603 
24356, 0.017603 
24357, 0.017604 
24358, 0.017604 
24359, 0.017605 
24360, 0.017605 
24361, 0.017606 
24362, 0.017607 
24363, 0.017607 
24364, 0.017608 
24365, 0.017608 
24366, 0.017609 
24367, 0.017609 
24368, 0.017610 
24369, 0.017610 
24370, 0.017611 
24371, 0.017611 
24372, 0.017612 
24373, 0.017612 
24374, 0.017613 
24375, 0.017613 
24376, 0.017614 
24377, 0.017615 
24378, 0.017615 
24379, 0.017616 
24380, 0.017616 
24381, 0.017617 
24382, 0.017617 
24383, 0.017618 
24384, 0.017618 
24385, 0.017619 
24386, 0.017619 
24387, 0.017620 
24388, 0.017621 
24389, 0.017622 
24390, 0.017623 
24391, 0.017624 
24392, 0.017625 
24393, 0.017627 
24394, 0.017628 
24395, 0.017629 
24396, 0.017629 
24397, 0.017630 
24398, 0.017630 
24399, 0.017631 
24400, 0.017631 
24401, 0.017632 
24402, 0.017632 
24403, 0.017633 
24404, 0.017634 
24405, 0.017634 
24406, 0.017635 
24407, 0.017635 
24408, 0.017636 
24409, 0.017636 
24410, 0.017637 
24411, 0.017637 
24412, 0.017638 
24413, 0.017638 
24414, 0.017639 
24415, 0.017639 
24416, 0.017640 
24417, 0.017640 
24418, 0.017641 
24419, 0.017642 
24420, 0.017642 
24421, 0.017643 
24422, 0.017643 
24423, 0.017644 
24424, 0.017644 
24425, 0.017647 
24426, 0.017648 
24427, 0.017648 
24428, 0.017649 
24429, 0.017649 
24430, 0.017650 
24431, 0.017650 
24432, 0.017651 
24433, 0.017651 
24434, 0.017652 
24435, 0.017652 
24436, 0.017653 
24437, 0.017653 
24438, 0.017654 
24439, 0.017655 
24440, 0.017655 
24441, 0.017656 
24442, 0.017656 
24443, 0.017657 
24444, 0.017657 
24445, 0.017658 
24446, 0.017658 
24447, 0.017659 
24448, 0.017659 
24449, 0.017660 
24450, 0.017660 
24451, 0.017661 
24452, 0.017662 
24453, 0.017662 
24454, 0.017663 
24455, 0.017663 
24456, 0.017665 
24457, 0.017666 
24458, 0.017667 
24459, 0.017668 
24460, 0.017668 
24461, 0.017668 
24462, 0.017669 
24463, 0.017670 
24464, 0.017671 
24465, 0.017672 
24466, 0.017673 
24467, 0.017674 
24468, 0.017675 
24469, 0.017676 
24470, 0.017677 
24471, 0.017678 
24472, 0.017679 
24473, 0.017680 
24474, 0.017681 
24475, 0.017681 
24476, 0.017681 
24477, 0.017682 
24478, 0.017682 
24479, 0.017682 
24480, 0.017682 
24481, 0.017683 
24482, 0.017684 
24483, 0.017685 
24484, 0.017686 
24485, 0.017687 
24486, 0.017688 
24487, 0.017688 
24488, 0.017688 
24489, 0.017688 
24490, 0.017689 
24491, 0.017690 
24492, 0.017691 
24493, 0.017691 
24494, 0.017691 
24495, 0.017692 
24496, 0.017693 
24497, 0.017694 
24498, 0.017695 
24499, 0.017696 
24500, 0.017696 
24501, 0.017696 
24502, 0.017696 
24503, 0.017696 
24504, 0.017696 
24505, 0.017697 
24506, 0.017698 
24507, 0.017699 
24508, 0.017700 
24509, 0.017701 
24510, 0.017702 
24511, 0.017703 
24512, 0.017704 
24513, 0.017705 
24514, 0.017706 
24515, 0.017707 
24516, 0.017708 
24517, 0.017709 
24518, 0.017709 
24519, 0.017709 
24520, 0.017709 
24521, 0.017709 
24522, 0.017709 
24523, 0.017709 
24524, 0.017710 
24525, 0.017711 
24526, 0.017712 
24527, 0.017713 
24528, 0.017714 
24529, 0.017715 
24530, 0.017715 
24531, 0.017716 
24532, 0.017716 
24533, 0.017717 
24534, 0.017718 
24535, 0.017718 
24536, 0.017719 
24537, 0.017719 
24538, 0.017720 
24539, 0.017721 
24540, 0.017721 
24541, 0.017722 
24542, 0.017722 
24543, 0.017723 
24544, 0.017724 
24545, 0.017724 
24546, 0.017725 
24547, 0.017725 
24548, 0.017726 
24549, 0.017727 
24550, 0.017727 
24551, 0.017728 
24552, 0.017728 
24553, 0.017732 
24554, 0.017733 
24555, 0.017734 
24556, 0.017734 
24557, 0.017735 
24558, 0.017735 
24559, 0.017735 
24560, 0.017736 
24561, 0.017736 
24562, 0.017737 
24563, 0.017738 
24564, 0.017738 
24565, 0.017738 
24566, 0.017739 
24567, 0.017739 
24568, 0.017739 
24569, 0.017740 
24570, 0.017740 
24571, 0.017740 
24572, 0.017741 
24573, 0.017741 
24574, 0.017742 
24575, 0.017743 
24576, 0.017743 
24577, 0.017744 
24578, 0.017745 
24579, 0.017745 
24580, 0.017746 
24581, 0.017746 
24582, 0.017747 
24583, 0.017748 
24584, 0.017748 
24585, 0.017749 
24586, 0.017750 
24587, 0.017750 
24588, 0.017751 
24589, 0.017751 
24590, 0.017752 
24591, 0.017753 
24592, 0.017753 
24593, 0.017754 
24594, 0.017754 
24595, 0.017755 
24596, 0.017756 
24597, 0.017756 
24598, 0.017757 
24599, 0.017758 
24600, 0.017758 
24601, 0.017759 
24602, 0.017760 
24603, 0.017760 
24604, 0.017761 
24605, 0.017761 
24606, 0.017762 
24607, 0.017763 
24608, 0.017763 
24609, 0.017769 
24610, 0.017769 
24611, 0.017769 
24612, 0.017770 
24613, 0.017770 
24614, 0.017771 
24615, 0.017772 
24616, 0.017772 
24617, 0.017773 
24618, 0.017774 
24619, 0.017774 
24620, 0.017775 
24621, 0.017775 
24622, 0.017776 
24623, 0.017777 
24624, 0.017777 
24625, 0.017778 
24626, 0.017778 
24627, 0.017779 
24628, 0.017779 
24629, 0.017780 
24630, 0.017781 
24631, 0.017781 
24632, 0.017782 
24633, 0.017782 
24634, 0.017782 
24635, 0.017783 
24636, 0.017784 
24637, 0.017784 
24638, 0.017785 
24639, 0.017785 
24640, 0.017786 
24641, 0.017787 
24642, 0.017787 
24643, 0.017788 
24644, 0.017788 
24645, 0.017789 
24646, 0.017790 
24647, 0.017790 
24648, 0.017790 
24649, 0.017791 
24650, 0.017792 
24651, 0.017792 
24652, 0.017793 
